"drug";"target"
"D02147";"hsa:115"
"D00397";"hsa:4593"
"D02367";"hsa:2159"
"D00241";"hsa:2561"
"D00998";"hsa:1136"
"D00619";"hsa:3772"
"D01358";"hsa:1565"
"D00418";"hsa:3754"
"D02086";"hsa:6330"
"D02409";"hsa:784"
"D00043";"hsa:1128"
"D00279";"hsa:10"
"D02461";"hsa:8912"
"D03991";"hsa:9311"
"D02367";"hsa:2158"
"D00566";"hsa:240"
"D00373";"hsa:148"
"D00995";"hsa:1141"
"D00670";"hsa:1128"
"D00998";"hsa:1135"
"D00418";"hsa:3738"
"D00619";"hsa:3773"
"D00676";"hsa:3354"
"D00683";"hsa:108"
"D00604";"hsa:111"
"D02461";"hsa:8911"
"D02234";"hsa:3269"
"D00241";"hsa:2562"
"D01390";"hsa:108"
"D02409";"hsa:781"
"D00650";"hsa:377677"
"D00377";"hsa:4353"
"D02253";"hsa:8973"
"D00670";"hsa:1129"
"D00604";"hsa:112"
"D00141";"hsa:5972"
"D00480";"hsa:1129"
"D02409";"hsa:8529"
"D00418";"hsa:3753"
"D00373";"hsa:147"
"D02076";"hsa:115"
"D00619";"hsa:3764"
"D02409";"hsa:10161"
"D00676";"hsa:3350"
"D00160";"hsa:2147"
"D01390";"hsa:5026"
"D00418";"hsa:3759"
"D00619";"hsa:3766"
"D02253";"hsa:1135"
"D02409";"hsa:782"
"D01297";"hsa:196883"
"D00418";"hsa:56479"
"D00354";"hsa:6330"
"D02163";"hsa:113"
"D00823";"hsa:6532"
"D00418";"hsa:8645"
"D00810";"hsa:240"
"D00619";"hsa:3765"
"D02409";"hsa:777"
"D00506";"hsa:313"
"D00418";"hsa:3737"
"D01390";"hsa:5027"
"D02356";"hsa:112"
"D00798";"hsa:146"
"D00810";"hsa:242"
"D02253";"hsa:1136"
"D04034";"hsa:108"
"D00418";"hsa:3788"
"D01453";"hsa:27115"
"D00418";"hsa:8514"
"D00358";"hsa:9311"
"D02409";"hsa:778"
"D00543";"hsa:2556"
"D00217";"hsa:18"
"D03274";"hsa:1814"
"D02580";"hsa:2098"
"D00740";"hsa:6338"
"D01256";"hsa:55879"
"D01390";"hsa:5024"
"D02409";"hsa:779"
"D00418";"hsa:3757"
"D00827";"hsa:4048"
"D02253";"hsa:1137"
"D00619";"hsa:9424"
"D01390";"hsa:196883"
"D00995";"hsa:55584"
"D00619";"hsa:3768"
"D01453";"hsa:55775"
"D00043";"hsa:1363"
"D02409";"hsa:9420"
"D00418";"hsa:3787"
"D00373";"hsa:150"
"D00418";"hsa:83795"
"D00740";"hsa:3710"
"D00043";"hsa:23236"
"D00506";"hsa:1555"
"D04999";"hsa:1816"
"D03274";"hsa:1813"
"D00097";"hsa:6300"
"D02163";"hsa:107"
"D01390";"hsa:5025"
"D00418";"hsa:3742"
"D00418";"hsa:3756"
"D00827";"hsa:4025"
"D00619";"hsa:9992"
"D00596";"hsa:4023"
"D00566";"hsa:4025"
"D00542";"hsa:6261"
"D00281";"hsa:22954"
"D00235";"hsa:112"
"D00688";"hsa:109"
"D01390";"hsa:107"
"D02409";"hsa:776"
"D00639";"hsa:1565"
"D00509";"hsa:153"
"D00506";"hsa:1557"
"D00241";"hsa:2563"
"D03274";"hsa:1812"
"D00688";"hsa:111"
"D02418";"hsa:240"
"D00596";"hsa:10269"
"D00619";"hsa:3778"
"D00136";"hsa:113"
"D00418";"hsa:3741"
"D00998";"hsa:1137"
"D00566";"hsa:4048"
"D02163";"hsa:196883"
"D00740";"hsa:3708"
"D00043";"hsa:1129"
"D03881";"hsa:113"
"D02253";"hsa:5972"
"D00604";"hsa:109"
"D00740";"hsa:9311"
"D00506";"hsa:1558"
"D00387";"hsa:2561"
"D02338";"hsa:5972"
"D00688";"hsa:112"
"D00791";"hsa:111"
"D00235";"hsa:111"
"D00810";"hsa:4048"
"D00506";"hsa:2555"
"D00136";"hsa:108"
"D00619";"hsa:3779"
"D01390";"hsa:5023"
"D00740";"hsa:6339"
"D00418";"hsa:3739"
"D00418";"hsa:3760"
"D00528";"hsa:8911"
"D01453";"hsa:51172"
"D03503";"hsa:112"
"D00741";"hsa:6261"
"D00506";"hsa:2235"
"D00332";"hsa:2554"
"D00506";"hsa:1559"
"D00319";"hsa:1586"
"D04966";"hsa:1586"
"D00619";"hsa:6332"
"D00810";"hsa:4025"
"D00241";"hsa:2567"
"D00543";"hsa:2555"
"D00998";"hsa:1139"
"D00791";"hsa:112"
"D00619";"hsa:3780"
"D00650";"hsa:771"
"D00319";"hsa:8529"
"D02418";"hsa:239"
"D01453";"hsa:5310"
"D00136";"hsa:107"
"D00528";"hsa:8912"
"D02409";"hsa:774"
"D00506";"hsa:1562"
"D03503";"hsa:111"
"D00319";"hsa:51004"
"D00319";"hsa:1588"
"D02066";"hsa:5032"
"D00235";"hsa:109"
"D00241";"hsa:2569"
"D00252";"hsa:3612"
"D00650";"hsa:768"
"D00619";"hsa:3775"
"D03274";"hsa:4017"
"D00791";"hsa:196883"
"D00387";"hsa:2560"
"D00506";"hsa:1565"
"D01358";"hsa:196883"
"D00319";"hsa:1584"
"D02066";"hsa:5031"
"D02409";"hsa:775"
"D00961";"hsa:354"
"D00631";"hsa:6261"
"D00241";"hsa:2564"
"D02193";"hsa:2098"
"D00418";"hsa:56659"
"D00506";"hsa:51004"
"D00650";"hsa:767"
"D00279";"hsa:29785"
"D00631";"hsa:774"
"D03503";"hsa:109"
"D00604";"hsa:113"
"D00387";"hsa:2559"
"D00136";"hsa:4986"
"D00598";"hsa:196883"
"D00319";"hsa:1585"
"D00506";"hsa:1571"
"D04999";"hsa:1814"
"D00241";"hsa:2566"
"D00426";"hsa:1812"
"D03415";"hsa:5972"
"D01358";"hsa:114"
"D00477";"hsa:6330"
"D00387";"hsa:55879"
"D00270";"hsa:114"
"D00631";"hsa:775"
"D00136";"hsa:4988"
"D00319";"hsa:1582"
"D02409";"hsa:5169"
"D00524";"hsa:6263"
"D00295";"hsa:3067"
"D04999";"hsa:1813"
"D00631";"hsa:59284"
"D02418";"hsa:247"
"D02237";"hsa:57053"
"D01453";"hsa:260293"
"D00270";"hsa:115"
"D01358";"hsa:115"
"D01256";"hsa:2562"
"D00319";"hsa:786"
"D00631";"hsa:777"
"D01256";"hsa:2741"
"D00477";"hsa:1565"
"D00319";"hsa:1583"
"D02409";"hsa:773"
"D00524";"hsa:6262"
"D00812";"hsa:1565"
"D04999";"hsa:1812"
"D00418";"hsa:3761"
"D05024";"hsa:775"
"D00631";"hsa:778"
"D02356";"hsa:4593"
"D02409";"hsa:5167"
"D03881";"hsa:155"
"D01453";"hsa:51095"
"D00418";"hsa:3775"
"D01256";"hsa:2742"
"D02914";"hsa:5972"
"D00523";"hsa:5972"
"D00136";"hsa:4985"
"D00619";"hsa:6338"
"D02356";"hsa:1145"
"D00241";"hsa:2570"
"D00649";"hsa:8989"
"D00217";"hsa:2673"
"D01453";"hsa:8912"
"D01390";"hsa:1129"
"D00319";"hsa:784"
"D03991";"hsa:6332"
"D03503";"hsa:113"
"D00373";"hsa:151"
"D01453";"hsa:51004"
"D00775";"hsa:2898"
"D00631";"hsa:10369"
"D00418";"hsa:3773"
"D00319";"hsa:1581"
"D02409";"hsa:5168"
"D00387";"hsa:2556"
"D00619";"hsa:6339"
"D02356";"hsa:1144"
"D00687";"hsa:2908"
"D01256";"hsa:2567"
"D02409";"hsa:9127"
"D01453";"hsa:8911"
"D02409";"hsa:1128"
"D00619";"hsa:151"
"D00319";"hsa:785"
"D00631";"hsa:776"
"D00528";"hsa:1128"
"D00043";"hsa:5332"
"D00995";"hsa:1128"
"D00418";"hsa:3772"
"D00387";"hsa:2558"
"D00631";"hsa:783"
"D02721";"hsa:240"
"D02356";"hsa:1141"
"D01256";"hsa:2569"
"D03881";"hsa:107"
"D00536";"hsa:55879"
"D00345";"hsa:5972"
"D02409";"hsa:1129"
"D00528";"hsa:1129"
"D00336";"hsa:3645"
"D04034";"hsa:107"
"D00604";"hsa:3359"
"D02409";"hsa:1579"
"D00043";"hsa:5331"
"D00619";"hsa:115"
"D00995";"hsa:1129"
"D00043";"hsa:5330"
"D00418";"hsa:3778"
"D00387";"hsa:2557"
"D03670";"hsa:7173"
"D00319";"hsa:782"
"D00574";"hsa:1589"
"D01256";"hsa:2564"
"D00319";"hsa:783"
"D00619";"hsa:114"
"D00649";"hsa:6332"
"D01390";"hsa:1128"
"D00336";"hsa:10269"
"D02721";"hsa:196883"
"D01256";"hsa:2563"
"D00426";"hsa:1814"
"D01001";"hsa:590"
"D00426";"hsa:3269"
"D00631";"hsa:784"
"D02409";"hsa:1580"
"D00688";"hsa:113"
"D02418";"hsa:242"
"D00418";"hsa:51305"
"D02066";"hsa:4953"
"D00136";"hsa:109"
"D01256";"hsa:2566"
"D02461";"hsa:27092"
"D00631";"hsa:781"
"D03503";"hsa:3067"
"D00437";"hsa:1559"
"D01969";"hsa:27092"
"D00426";"hsa:1813"
"D02418";"hsa:4353"
"D02092";"hsa:1576"
"D02418";"hsa:246"
"D00604";"hsa:3362"
"D00043";"hsa:64600"
"D00631";"hsa:779"
"D02066";"hsa:5030"
"D00418";"hsa:3749"
"D00483";"hsa:1565"
"D02409";"hsa:1576"
"D00270";"hsa:107"
"D00827";"hsa:8288"
"D01453";"hsa:5031"
"D00631";"hsa:782"
"D00418";"hsa:50801"
"D02217";"hsa:4306"
"D00682";"hsa:4048"
"D01453";"hsa:784"
"D00619";"hsa:6336"
"D01453";"hsa:785"
"D00604";"hsa:3361"
"D03881";"hsa:108"
"D00426";"hsa:1816"
"D02418";"hsa:5742"
"D00358";"hsa:6340"
"D01969";"hsa:3710"
"D00418";"hsa:3748"
"D02409";"hsa:1577"
"D02234";"hsa:3359"
"D00335";"hsa:6833"
"D02217";"hsa:5241"
"D00650";"hsa:766"
"D00319";"hsa:781"
"D01358";"hsa:153"
"D01453";"hsa:783"
"D01453";"hsa:5145"
"D02461";"hsa:3710"
"D01390";"hsa:22953"
"D00483";"hsa:3362"
"D01453";"hsa:5026"
"D00477";"hsa:6324"
"D00650";"hsa:765"
"D02066";"hsa:5029"
"D00823";"hsa:2908"
"D03274";"hsa:108"
"D02409";"hsa:1572"
"D00522";"hsa:1585"
"D01453";"hsa:5144"
"D01256";"hsa:2570"
"D00506";"hsa:590"
"D00798";"hsa:1813"
"D00528";"hsa:3708"
"D01453";"hsa:10161"
"D00483";"hsa:3361"
"D01453";"hsa:5025"
"D02356";"hsa:8843"
"D00319";"hsa:777"
"D00418";"hsa:3782"
"D02066";"hsa:5028"
"D02409";"hsa:1573"
"D00543";"hsa:2566"
"D01453";"hsa:5032"
"D02066";"hsa:22953"
"D00136";"hsa:2911"
"D00217";"hsa:2806"
"D02721";"hsa:113"
"D02461";"hsa:55515"
"D02461";"hsa:3708"
"D02356";"hsa:240"
"D00798";"hsa:1812"
"D00650";"hsa:763"
"D00270";"hsa:108"
"D00319";"hsa:4051"
"D00650";"hsa:761"
"D01453";"hsa:786"
"D00631";"hsa:785"
"D00542";"hsa:2561"
"D00136";"hsa:2900"
"D00279";"hsa:1551"
"D01969";"hsa:3708"
"D00418";"hsa:3781"
"D00543";"hsa:2564"
"D01453";"hsa:5146"
"D02461";"hsa:55503"
"D00524";"hsa:786"
"D02193";"hsa:1140"
"D00255";"hsa:5972"
"D01453";"hsa:5027"
"D00798";"hsa:151"
"D00631";"hsa:786"
"D01453";"hsa:779"
"D00354";"hsa:6324"
"D00136";"hsa:2901"
"D03991";"hsa:6339"
"D00279";"hsa:1553"
"D00418";"hsa:3751"
"D04034";"hsa:84171"
"D00418";"hsa:3780"
"D00336";"hsa:3643"
"D01256";"hsa:2897"
"D00543";"hsa:2569"
"D01453";"hsa:5142"
"D00524";"hsa:196883"
"D02147";"hsa:153"
"D00279";"hsa:1579"
"D01453";"hsa:777"
"D03274";"hsa:107"
"D00524";"hsa:785"
"D01453";"hsa:778"
"D00524";"hsa:784"
"D01828";"hsa:5481"
"D00295";"hsa:109"
"D01256";"hsa:2898"
"D03991";"hsa:6340"
"D00279";"hsa:1548"
"D01453";"hsa:782"
"D00418";"hsa:3779"
"D00418";"hsa:3750"
